"","sample","alb","biclyr","lob","mac","micmon","muepri","sinstemar","pureCount","hybCount","hyb","sinstemar_1","muepri_1","alb_1","biclyr_1","lob_1","mac1_1","mac2_1","micmon_1","macComb"
"164","SYST-MOR-0006863","none","none","none","none","none","pure?","none",1,0,"pure",1e-05,0.99993,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,2e-05
"165","SYST-MOR-0006864","none","none","none","none","none","none","pure?",1,0,"pure",0.99993,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,2e-05
"166","SYST-MOR-0006865","none","none","none","none","none","none","pure?",1,0,"pure",0.99993,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,2e-05
"167","SYST-MOR-0006866","none","none","none","pure?","none","none","none",1,0,"pure",1e-05,1e-05,1e-05,1e-05,1e-05,0.948032,0.051908,1e-05,0.99994
"168","SYST-MOR-0006867","none","none","none","none","none","none","pure?",1,0,"pure",0.999928,1e-05,1e-05,1e-05,1e-05,1.1e-05,1.1e-05,1e-05,2.2e-05
"169","SYST-MOR-0006868","none","none","none","none","none","none","pure?",1,0,"pure",0.99993,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,2e-05
"170","SYST-MOR-0006869","none","none","none","none","none","pure?","none",1,0,"pure",1e-05,0.999928,1e-05,1e-05,1.2e-05,1e-05,1e-05,1e-05,2e-05
"171","SYST-MOR-0006870","none","none","none","pure?","none","none","none",1,0,"pure",1e-05,1e-05,1e-05,1e-05,1e-05,0.99993,1e-05,1e-05,0.99994
"172","SYST-MOR-0006871","none","none","none","none","none","pure?","none",1,0,"pure",1e-05,0.99993,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,2e-05
"173","SYST-MOR-0006872","none","none","none","pure?","none","none","none",1,0,"pure",1e-05,1e-05,1e-05,1e-05,1e-05,0.99993,1e-05,1e-05,0.99994
"174","SYST-MOR-0006873","none","none","none","pure?","none","none","none",1,0,"pure",1e-05,1e-05,1e-05,1e-05,1e-05,0.99993,1e-05,1e-05,0.99994
"175","SYST-MOR-0006874","none","none","none","none","none","pure?","none",1,0,"pure",1e-05,0.99993,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,2e-05
"176","SYST-MOR-0006875","none","none","none","pure?","none","none","none",1,0,"pure",1e-05,1e-05,1e-05,1e-05,1e-05,0.99993,1e-05,1e-05,0.99994
"177","SYST-MOR-0006876","none","none","none","none","none","pure?","none",1,0,"pure",1e-05,0.99993,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,2e-05
"178","SYST-MOR-0006877","pure?","none","none","none","none","none","none",1,0,"pure",1e-05,1e-05,0.99993,1e-05,1e-05,1e-05,1e-05,1e-05,2e-05
"179","SYST-MOR-0006878","none","none","none","pure?","none","none","none",1,0,"pure",0.005652,1e-05,1e-05,1e-05,1e-05,0.994287,1.2e-05,1e-05,0.994299
"180","SYST-MOR-0006879","pure?","none","none","none","none","none","none",1,0,"pure",1e-05,1e-05,0.99993,1e-05,1e-05,1e-05,1e-05,1e-05,2e-05
"181","SYST-MOR-0006880","none","none","none","none","none","pure?","none",1,0,"pure",1e-05,0.99993,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,2e-05
"182","SYST-MOR-0006881","pure?","none","none","none","none","none","none",1,0,"pure",1e-05,1e-05,0.99993,1e-05,1e-05,1e-05,1e-05,1e-05,2e-05
"183","SYST-MOR-0006882","none","none","none","none","none","pure?","none",1,0,"pure",1e-05,0.99993,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,2e-05
"184","SYST-MOR-0006883","pure?","none","none","none","none","none","none",1,0,"pure",1e-05,1e-05,0.99993,1e-05,1e-05,1e-05,1e-05,1e-05,2e-05
"185","SYST-MOR-0006884","pure?","none","none","none","none","none","none",1,0,"pure",1e-05,1e-05,0.99993,1e-05,1e-05,1e-05,1e-05,1e-05,2e-05
"186","SYST-MOR-0006885","none","none","none","none","none","pure?","none",1,0,"pure",1e-05,0.999924,1e-05,1e-05,1.6e-05,1e-05,1e-05,1e-05,2e-05
"187","SYST-MOR-0006886","none","none","none","none","none","none","pure?",1,0,"pure",0.99993,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,2e-05
"188","SYST-MOR-0006887","none","none","none","none","none","pure?","none",1,0,"pure",1e-05,0.992075,1e-05,1e-05,1e-05,1e-05,0.007865,1e-05,0.007875
"189","SYST-MOR-0006888","none","none","none","none","none","none","pure?",1,0,"pure",0.999928,1e-05,1.2e-05,1e-05,1e-05,1e-05,1e-05,1e-05,2e-05
"190","SYST-MOR-0006889","pure?","none","none","none","none","none","none",1,0,"pure",1e-05,1e-05,0.99993,1e-05,1e-05,1e-05,1e-05,1e-05,2e-05
"191","SYST-MOR-0006890","none","none","none","pure?","none","none","none",1,0,"pure",1e-05,1e-05,1e-05,1e-05,1e-05,0.844559,0.155381,1e-05,0.99994
"192","SYST-MOR-0006891","none","none","none","pure?","none","none","none",1,0,"pure",1e-05,0.004303,1e-05,0.0153,1e-05,0.771038,0.209319,1e-05,0.980357
"193","SYST-MOR-0006892","none","none","none","pure?","none","none","none",1,0,"pure",1e-05,1e-05,1e-05,1e-05,1e-05,0.872716,0.127224,1e-05,0.99994
"194","SYST-MOR-0006893","none","none","none","pure?","none","none","none",1,0,"pure",1e-05,1e-05,1e-05,1e-05,1e-05,0.788263,0.211677,1e-05,0.99994
"195","SYST-MOR-0006894","none","none","none","pure?","none","none","none",1,0,"pure",1e-05,1e-05,1e-05,1e-05,1e-05,0.695037,0.304903,1e-05,0.99994
"196","SYST-MOR-0006895","none","none","none","none","none","pure?","none",1,0,"pure",1e-05,0.99993,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,2e-05
"197","SYST-MOR-0006896","none","none","none","none","none","pure?","none",1,0,"pure",1e-05,0.99993,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,2e-05
"198","SYST-MOR-0006897","none","none","none","pure?","none","none","none",1,0,"pure",1e-05,1e-05,1e-05,1e-05,1e-05,0.772354,0.227586,1e-05,0.99994
"199","SYST-MOR-0006898","none","none","none","none","none","pure?","none",1,0,"pure",1e-05,0.99993,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,2e-05
"200","SYST-MOR-0006899","none","none","none","pure?","none","none","none",1,0,"pure",1e-05,1e-05,1e-05,1e-05,1e-05,0.791707,0.208233,1e-05,0.99994
"201","SYST-MOR-0006900","none","none","none","none","none","pure?","none",1,0,"pure",1.6e-05,0.992015,1e-05,1e-05,1e-05,1e-05,0.007919,1e-05,0.007929
"202","SYST-MOR-0006901","none","none","none","none","none","pure?","none",1,0,"pure",1e-05,0.99993,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,2e-05
"203","SYST-MOR-0006902","none","none","none","none","none","pure?","none",1,0,"pure",1e-05,0.99993,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,2e-05
"204","SYST-MOR-0006903","none","none","none","pure?","none","none","none",1,0,"pure",1e-05,1e-05,1e-05,1e-05,1e-05,0.778301,0.221639,1e-05,0.99994
"205","SYST-MOR-0006904","none","none","none","pure?","none","none","none",1,0,"pure",1e-05,1e-05,1e-05,1e-05,1e-05,0.742441,0.257499,1e-05,0.99994
"206","SYST-MOR-0006905","none","none","none","none","none","pure?","none",1,0,"pure",1e-05,0.99993,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,2e-05
"207","SYST-MOR-0006906","none","none","none","pure?","none","none","none",1,0,"pure",1e-05,1e-05,1e-05,1e-05,1e-05,0.829957,0.169983,1e-05,0.99994
"208","SYST-MOR-0006907","none","none","none","pure?","none","none","none",1,0,"pure",1e-05,1e-05,1e-05,1e-05,1e-05,0.875169,0.124771,1e-05,0.99994
"209","SYST-MOR-0006908","none","none","none","pure?","none","none","none",1,0,"pure",1e-05,1e-05,1e-05,1e-05,1.8e-05,0.886354,0.113578,1e-05,0.999932
"210","SYST-MOR-0006909","none","none","none","pure?","none","none","none",1,0,"pure",1e-05,1e-05,1e-05,1e-05,1e-05,0.790955,0.208985,1e-05,0.99994
"211","SYST-MOR-0006910","none","none","none","none","none","pure?","none",1,0,"pure",1.2e-05,0.999928,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,2e-05
"212","SYST-MOR-0006911","none","none","none","pure?","none","none","none",1,0,"pure",1e-05,1e-05,1e-05,1e-05,1e-05,0.689946,0.309994,1e-05,0.99994
"213","SYST-MOR-0006912","none","none","none","pure?","none","none","none",1,0,"pure",1e-05,1e-05,1e-05,1e-05,1.9e-05,0.846157,0.153775,1e-05,0.999932
"214","SYST-MOR-0006913","none","none","none","none","none","pure?","none",1,0,"pure",1e-05,0.99993,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,2e-05
"215","SYST-MOR-0006914","none","none","none","none","none","pure?","none",1,0,"pure",1e-05,0.99993,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,2e-05
"216","SYST-MOR-0006915","none","none","none","none","none","pure?","none",1,0,"pure",1e-05,0.999929,1e-05,1e-05,1e-05,1.1e-05,1e-05,1e-05,2.1e-05
"217","SYST-MOR-0006916","none","none","none","none","none","pure?","none",1,0,"pure",1e-05,0.99993,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,2e-05
"218","SYST-MOR-0006917","none","none","none","none","pure?","none","none",1,0,"pure",1e-05,1e-05,0.00721,1e-05,1e-05,1e-05,1e-05,0.99273,2e-05
"219","SYST-MOR-0006918","none","pure?","none","none","none","none","none",1,0,"pure",1e-05,1e-05,1e-05,0.99993,1e-05,1e-05,1e-05,1e-05,2e-05
"220","SYST-MOR-0006919","none","hybrid?","none","none","hybrid?","none","none",0,2,"hybrid",1e-05,1e-05,0.047823,0.444215,1e-05,1e-05,1e-05,0.507912,2e-05
"221","SYST-MOR-0006920","none","none","none","none","pure?","none","none",1,0,"pure",1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.99993,2e-05
"222","SYST-MOR-0006921","none","pure?","none","none","none","none","none",1,0,"pure",1e-05,1e-05,1e-05,0.999927,1.3e-05,1e-05,1e-05,1e-05,2e-05
"223","SYST-MOR-0006922","pure?","none","none","none","none","none","none",1,0,"pure",1e-05,1e-05,0.99993,1e-05,1e-05,1e-05,1e-05,1e-05,2e-05
"224","SYST-MOR-0006923","hybrid?","none","none","none","hybrid?","none","none",0,2,"hybrid",1e-05,1e-05,0.528424,1e-05,1e-05,1e-05,1e-05,0.471516,2e-05
"225","SYST-MOR-0006924","none","none","none","none","pure?","none","none",1,0,"pure",1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.99993,2e-05
"226","SYST-MOR-0006925","none","pure?","none","none","none","none","none",1,0,"pure",1e-05,1e-05,1e-05,0.99993,1e-05,1e-05,1e-05,1e-05,2e-05
"227","SYST-MOR-0006926","pure?","none","none","none","none","none","none",1,0,"pure",1e-05,0.005315,0.994625,1e-05,1e-05,1e-05,1e-05,1e-05,2e-05
"228","SYST-MOR-0006927","none","pure?","none","none","none","none","none",1,0,"pure",1e-05,1e-05,1e-05,0.99993,1e-05,1e-05,1e-05,1e-05,2e-05
"229","SYST-MOR-0006928","pure?","none","none","none","none","none","none",1,0,"pure",1e-05,1e-05,0.99993,1e-05,1e-05,1e-05,1e-05,1e-05,2e-05
"230","SYST-MOR-0006929","none","none","none","none","none","pure?","none",1,0,"pure",1e-05,0.99993,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,2e-05
"231","SYST-MOR-0006930","none","none","none","none","none","pure?","none",1,0,"pure",1e-05,0.99993,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,2e-05
"232","SYST-MOR-0006931","none","none","none","none","none","pure?","none",1,0,"pure",1e-05,0.99993,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,2e-05
"233","SYST-MOR-0006932","none","none","none","pure?","none","none","none",1,0,"pure",1e-05,1e-05,1e-05,1e-05,1e-05,0.99993,1e-05,1e-05,0.99994
"234","SYST-MOR-0006933","none","none","none","pure?","none","none","none",1,0,"pure",1e-05,1e-05,1e-05,1e-05,1e-05,0.99993,1e-05,1e-05,0.99994
"235","SYST-MOR-0006934","none","none","none","pure?","none","none","none",1,0,"pure",1e-05,1e-05,1e-05,1e-05,1e-05,0.933055,0.066885,1e-05,0.99994
"236","SYST-MOR-0006935","none","none","none","pure?","none","none","none",1,0,"pure",1e-05,1e-05,1e-05,1e-05,1.1e-05,0.995865,0.004074,1e-05,0.999939
"237","SYST-MOR-0006936","none","none","none","pure?","none","none","none",1,0,"pure",1e-05,1.3e-05,1e-05,1e-05,1e-05,0.976284,0.023654,1e-05,0.999938
"238","SYST-MOR-0006937","none","none","none","pure?","none","none","none",1,0,"pure",0.005157,1e-05,1e-05,1e-05,1e-05,1e-05,0.994783,1e-05,0.994793
"239","SYST-MOR-0006938","pure?","none","none","none","none","none","none",1,0,"pure",1e-05,1e-05,0.99993,1e-05,1e-05,1e-05,1e-05,1e-05,2e-05
"240","SYST-MOR-0006939","pure?","none","none","none","none","none","none",1,0,"pure",1e-05,1e-05,0.989769,1e-05,1e-05,1e-05,0.010171,1e-05,0.010181
"241","SYST-MOR-0006940","pure?","none","none","none","none","none","none",1,0,"pure",1e-05,1e-05,0.99993,1e-05,1e-05,1e-05,1e-05,1e-05,2e-05
"242","SYST-MOR-0006941","pure?","none","none","none","none","none","none",1,0,"pure",1e-05,1e-05,0.998278,1e-05,1e-05,0.001662,1e-05,1e-05,0.001672
"243","SYST-MOR-0006942","none","none","none","pure?","none","none","none",1,0,"pure",1e-05,1e-05,1e-05,1e-05,1e-05,0.085383,0.914557,1e-05,0.99994
"244","SYST-MOR-0006943","none","none","none","pure?","none","none","none",1,0,"pure",1e-05,1e-05,1e-05,1e-05,1e-05,0.025814,0.974126,1e-05,0.99994
"245","SYST-MOR-0006944","none","none","none","pure?","none","none","none",1,0,"pure",1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.99993,1e-05,0.99994
"246","SYST-MOR-0006945","none","none","none","pure?","none","none","none",1,0,"pure",1e-05,1e-05,1e-05,1e-05,0.004165,1e-05,0.995775,1e-05,0.995785
"247","SYST-MOR-0006946","pure?","none","none","none","none","none","none",1,0,"pure",1e-05,1e-05,0.99993,1e-05,1e-05,1e-05,1e-05,1e-05,2e-05
"248","SYST-MOR-0006947","none","none","none","pure?","none","none","none",1,0,"pure",1e-05,1e-05,1e-05,1e-05,1e-05,0.007819,0.992121,1e-05,0.99994
"249","SYST-MOR-0006948","none","none","none","pure?","none","none","none",1,0,"pure",1.1e-05,0.00503,1e-05,1e-05,1e-05,1e-05,0.994909,1e-05,0.994919
"250","SYST-MOR-0006949","hybrid?","none","none","hybrid?","none","none","none",0,2,"hybrid",1e-05,1e-05,0.542417,1e-05,1e-05,0.024038,0.433495,1e-05,0.457533
"251","SYST-MOR-0006950","pure?","none","none","none","none","none","none",1,0,"pure",1e-05,1e-05,0.995971,1e-05,1.3e-05,0.003966,1e-05,1e-05,0.003976
"252","SYST-MOR-0006951","hybrid?","none","none","hybrid?","none","none","none",0,2,"hybrid",1e-05,1e-05,0.45598,1e-05,1e-05,0.008621,0.535348,1e-05,0.543969
"253","SYST-MOR-0006952","hybrid?","none","none","hybrid?","none","none","none",0,2,"hybrid",1e-05,1e-05,0.527163,0.004238,1e-05,0.03868,0.429879,1e-05,0.468559
"254","SYST-MOR-0006953","hybrid?","none","none","hybrid?","none","none","none",0,2,"hybrid",1e-05,1e-05,0.923467,1e-05,1e-05,0.001598,0.074884,1e-05,0.076482
"255","SYST-MOR-0006954","hybrid?","none","none","hybrid?","none","none","none",0,2,"hybrid",1e-05,1e-05,0.151702,1e-05,1e-05,0.012249,0.835999,1e-05,0.848248
"256","SYST-MOR-0006955","none","none","none","pure?","none","none","none",1,0,"pure",1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.99993,1e-05,0.99994
"257","SYST-MOR-0006956","none","none","none","pure?","none","none","none",1,0,"pure",1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.99993,1e-05,0.99994
"258","SYST-MOR-0006957","none","none","none","pure?","none","none","none",1,0,"pure",1e-05,1e-05,1e-05,1e-05,1e-05,0.106467,0.893473,1e-05,0.99994
"259","SYST-MOR-0006958","none","none","none","pure?","none","none","none",1,0,"pure",1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.99993,1e-05,0.99994
"260","SYST-MOR-0006959","none","none","none","pure?","none","none","none",1,0,"pure",1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.99993,1e-05,0.99994
"261","SYST-MOR-0006960","none","none","none","pure?","none","none","none",1,0,"pure",1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.99993,1e-05,0.99994
"262","SYST-MOR-0006961","none","none","none","pure?","none","none","none",1,0,"pure",1e-05,1e-05,1e-05,1e-05,1e-05,1.8e-05,0.999922,1e-05,0.99994
"263","SYST-MOR-0006962","none","none","none","pure?","none","none","none",1,0,"pure",1e-05,1e-05,1e-05,1e-05,1e-05,0.06107,0.93887,1e-05,0.99994
"264","SYST-MOR-0006963","none","none","none","pure?","none","none","none",1,0,"pure",1e-05,1e-05,1e-05,1e-05,1.2e-05,1e-05,0.999928,1e-05,0.999938
"265","SYST-MOR-0006964","pure?","none","none","none","none","none","none",1,0,"pure",1e-05,0.004303,0.995635,1e-05,1e-05,1.2e-05,1e-05,1e-05,2.2e-05
"266","SYST-MOR-0006965","pure?","none","none","none","none","none","none",1,0,"pure",1e-05,1e-05,0.99993,1e-05,1e-05,1e-05,1e-05,1e-05,2e-05
"267","SYST-MOR-0006966","pure?","none","none","none","none","none","none",1,0,"pure",1e-05,1e-05,0.999925,1e-05,1e-05,1e-05,1.5e-05,1e-05,2.5e-05
"268","SYST-MOR-0006967","pure?","none","none","none","none","none","none",1,0,"pure",1e-05,1e-05,0.99993,1e-05,1e-05,1e-05,1e-05,1e-05,2e-05
"269","SYST-MOR-0006968","none","none","none","pure?","none","none","none",1,0,"pure",1e-05,1e-05,1e-05,0.007218,1e-05,0.035738,0.956994,1e-05,0.992732
"270","SYST-MOR-0006969","pure?","none","none","none","none","none","none",1,0,"pure",1e-05,1e-05,0.99993,1e-05,1e-05,1e-05,1e-05,1e-05,2e-05
"271","SYST-MOR-0006970","none","pure?","none","none","none","none","none",1,0,"pure",1e-05,1e-05,1e-05,0.99993,1e-05,1e-05,1e-05,1e-05,2e-05
"272","SYST-MOR-0006971","none","pure?","none","none","none","none","none",1,0,"pure",1e-05,1e-05,1e-05,0.99993,1e-05,1e-05,1e-05,1e-05,2e-05
"273","SYST-MOR-0006972","none","none","none","none","none","pure?","none",1,0,"pure",1e-05,0.993638,1e-05,1e-05,1e-05,1e-05,0.006302,1e-05,0.006312
"274","SYST-MOR-0006973","none","none","none","pure?","none","none","none",1,0,"pure",1e-05,1e-05,1e-05,0.014964,1.1e-05,0.445454,0.539531,1e-05,0.984985
"275","SYST-MOR-0006974","none","none","none","none","none","pure?","none",1,0,"pure",1e-05,0.999929,1e-05,1e-05,1e-05,1e-05,1.1e-05,1e-05,2.1e-05
"276","SYST-MOR-0006975","none","none","none","pure?","none","none","none",1,0,"pure",1e-05,1e-05,1e-05,0.014472,1e-05,0.429427,0.556051,1e-05,0.985478
"277","SYST-MOR-0006976","pure?","none","none","none","none","none","none",1,0,"pure",1e-05,1e-05,0.977267,1e-05,1e-05,1e-05,0.022673,1e-05,0.022683
"278","SYST-MOR-0006977","none","none","none","pure?","none","none","none",1,0,"pure",1e-05,1e-05,0.002576,1e-05,1e-05,0.29522,0.702153,1e-05,0.997373
"279","SYST-MOR-0006978","pure?","none","none","none","none","none","none",1,0,"pure",1e-05,0.005795,0.994145,1e-05,1e-05,1e-05,1e-05,1e-05,2e-05
"280","SYST-MOR-0006979","none","none","none","pure?","none","none","none",1,0,"pure",1e-05,1e-05,1e-05,0.005587,1e-05,0.207308,0.787054,1e-05,0.994362
"281","SYST-MOR-0006980","none","none","none","pure?","none","none","none",1,0,"pure",1e-05,0.000376,0.006373,1e-05,1e-05,0.322844,0.670366,1e-05,0.99321
"282","SYST-MOR-0006981","none","none","none","none","none","pure?","none",1,0,"pure",1e-05,0.999928,1e-05,1e-05,1e-05,1.2e-05,1e-05,1e-05,2.2e-05
"283","SYST-MOR-0006982","pure?","none","none","none","none","none","none",1,0,"pure",1e-05,1e-05,0.989201,1e-05,1e-05,1e-05,1e-05,0.010739,2e-05
"284","SYST-MOR-0006983","none","none","none","none","none","pure?","none",1,0,"pure",1e-05,0.99993,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,2e-05
"285","SYST-MOR-0006984","pure?","none","none","none","none","none","none",1,0,"pure",1e-05,1e-05,0.99993,1e-05,1e-05,1e-05,1e-05,1e-05,2e-05
"286","SYST-MOR-0006985","none","none","none","none","none","pure?","none",1,0,"pure",1e-05,0.96579,1e-05,1e-05,1e-05,0.03415,1e-05,1e-05,0.03416
"287","SYST-MOR-0006986","none","none","none","none","none","pure?","none",1,0,"pure",1e-05,0.975488,1e-05,1e-05,1e-05,1e-05,0.024452,1e-05,0.024462
"288","SYST-MOR-0006987","none","none","none","none","none","pure?","none",1,0,"pure",1e-05,0.993398,1e-05,1e-05,1e-05,1e-05,0.006542,1e-05,0.006552
"289","SYST-MOR-0006988","none","none","none","none","none","pure?","none",1,0,"pure",1e-05,0.975184,1e-05,1e-05,1e-05,0.024756,1e-05,1e-05,0.024766
"290","SYST-MOR-0006989","pure?","none","none","none","none","none","none",1,0,"pure",1e-05,1e-05,0.992753,0.007187,1e-05,1e-05,1e-05,1e-05,2e-05
"291","SYST-MOR-0006990","none","none","none","none","none","pure?","none",1,0,"pure",1e-05,0.967476,1e-05,1e-05,1e-05,0.03246,1.4e-05,1e-05,0.032474
"292","SYST-MOR-0006991","pure?","none","none","none","none","none","none",1,0,"pure",1e-05,1e-05,0.994081,1e-05,1e-05,0.005859,1e-05,1e-05,0.005869
"293","SYST-MOR-0006992","pure?","none","none","none","none","none","none",1,0,"pure",1e-05,1e-05,0.999929,1e-05,1e-05,1e-05,1.1e-05,1e-05,2.1e-05
"294","SYST-MOR-0006993","pure?","none","none","none","none","none","none",1,0,"pure",1e-05,0.004569,0.995371,1e-05,1e-05,1e-05,1e-05,1e-05,2e-05
"295","SYST-MOR-0006994","none","pure?","none","none","none","none","none",1,0,"pure",1e-05,1e-05,1e-05,0.99993,1e-05,1e-05,1e-05,1e-05,2e-05
"296","SYST-MOR-0006995","none","pure?","none","none","none","none","none",1,0,"pure",1e-05,1e-05,1e-05,0.983745,1e-05,0.016195,1e-05,1e-05,0.016205
"297","SYST-MOR-0006996","none","pure?","none","none","none","none","none",1,0,"pure",1e-05,1e-05,1e-05,0.979743,1e-05,1e-05,0.020197,1e-05,0.020207
"298","SYST-MOR-0006997","none","pure?","none","none","none","none","none",1,0,"pure",1e-05,1e-05,1e-05,0.985986,1e-05,1e-05,0.013954,1e-05,0.013964
"299","SYST-MOR-0006998","hybrid?","none","none","hybrid?","none","none","none",0,2,"hybrid",1e-05,1e-05,0.492948,0.002801,0.003316,0.118301,0.382603,1e-05,0.500904
"300","SYST-MOR-0006999","none","none","none","pure?","none","none","none",1,0,"pure",1e-05,1e-05,1e-05,0.004712,1.7e-05,0.162333,0.832898,1e-05,0.995231
"301","SYST-MOR-0007000","pure?","none","none","none","none","none","none",1,0,"pure",1e-05,1e-05,0.99993,1e-05,1e-05,1e-05,1e-05,1e-05,2e-05
"302","SYST-MOR-0007001","none","none","none","pure?","none","none","none",1,0,"pure",1e-05,1e-05,1e-05,1e-05,1e-05,0.163327,0.836613,1e-05,0.99994
"303","SYST-MOR-0007002","none","none","none","pure?","none","none","none",1,0,"pure",1e-05,1e-05,1e-05,1e-05,1e-05,0.313334,0.686606,1e-05,0.99994
"304","SYST-MOR-0007003","none","none","none","pure?","none","none","none",1,0,"pure",1e-05,1e-05,1e-05,1e-05,1.5e-05,0.091563,0.908372,1e-05,0.999935
"305","SYST-MOR-0007004","none","pure?","none","none","none","none","none",1,0,"pure",1e-05,1e-05,1e-05,0.99993,1e-05,1e-05,1e-05,1e-05,2e-05
"306","SYST-MOR-0007005","pure?","none","none","none","none","none","none",1,0,"pure",1e-05,1e-05,0.99993,1e-05,1e-05,1e-05,1e-05,1e-05,2e-05
"307","SYST-MOR-0007006","none","hybrid?","none","hybrid?","none","none","none",0,2,"hybrid",1e-05,1e-05,1e-05,0.920401,1e-05,1e-05,0.079539,1e-05,0.079549
"308","SYST-MOR-0007007","pure?","none","none","none","none","none","none",1,0,"pure",1e-05,1e-05,0.99993,1e-05,1e-05,1e-05,1e-05,1e-05,2e-05
"309","SYST-MOR-0007008","none","pure?","none","none","none","none","none",1,0,"pure",1e-05,1e-05,1e-05,0.99993,1e-05,1e-05,1e-05,1e-05,2e-05
"310","SYST-MOR-0007009","pure?","none","none","none","none","none","none",1,0,"pure",1e-05,0.006081,0.98692,1.3e-05,1e-05,1e-05,0.006947,1e-05,0.006957
"311","SYST-MOR-0007010","none","hybrid?","none","hybrid?","none","none","none",0,2,"hybrid",1e-05,1e-05,1e-05,0.899167,1e-05,0.021519,0.079264,1e-05,0.100783
"312","SYST-MOR-0007011","pure?","none","none","none","none","none","none",1,0,"pure",1e-05,1e-05,0.994447,1e-05,1e-05,0.005493,1e-05,1e-05,0.005503
"313","SYST-MOR-0007012","none","pure?","none","none","none","none","none",1,0,"pure",1e-05,1e-05,1e-05,0.99993,1e-05,1e-05,1e-05,1e-05,2e-05
"314","SYST-MOR-0007013","pure?","none","none","none","none","none","none",1,0,"pure",1e-05,1e-05,0.99993,1e-05,1e-05,1e-05,1e-05,1e-05,2e-05
"315","SYST-MOR-0007014","none","hybrid?","none","pure?","none","none","none",1,1,"uncertain hybrid",1e-05,1e-05,1e-05,0.02176,1e-05,0.273862,0.704329,1e-05,0.978191
"316","SYST-MOR-0007015","none","none","none","none","none","pure?","none",1,0,"pure",1e-05,0.99993,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,2e-05
"317","SYST-MOR-0007016","none","none","none","pure?","none","none","none",1,0,"pure",0.00408,1.1e-05,1e-05,1e-05,1e-05,0.612986,0.382883,1e-05,0.995869
"318","SYST-MOR-0007017","none","none","none","none","none","pure?","none",1,0,"pure",1e-05,0.99993,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,2e-05
"319","SYST-MOR-0007018","none","none","none","pure?","none","none","none",1,0,"pure",1e-05,1e-05,1e-05,1e-05,1e-05,0.650381,0.349559,1e-05,0.99994
"320","SYST-MOR-0007019","none","none","none","none","none","none","pure?",1,0,"pure",0.99993,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,2e-05
"321","SYST-MOR-0007020","none","none","none","pure?","none","none","none",1,0,"pure",1.7e-05,1e-05,1e-05,1e-05,1e-05,0.645434,0.354499,1e-05,0.999933
"322","SYST-MOR-0007021","none","none","none","none","none","pure?","none",1,0,"pure",1e-05,0.99993,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,2e-05
"323","SYST-MOR-0007022","none","none","none","pure?","none","none","none",1,0,"pure",1e-05,1e-05,1e-05,1e-05,1e-05,0.688977,0.310962,1e-05,0.999939
"324","SYST-MOR-0007023","none","none","none","none","none","pure?","none",1,0,"pure",1e-05,0.99993,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,2e-05
"325","SYST-MOR-0007024","none","none","none","pure?","none","none","none",1,0,"pure",1e-05,1e-05,1e-05,1e-05,1e-05,0.822303,0.177637,1e-05,0.99994
"326","SYST-MOR-0007025","none","none","none","none","none","pure?","none",1,0,"pure",1e-05,0.999927,1e-05,1e-05,1.3e-05,1e-05,1e-05,1e-05,2e-05
