"","Group.1","alb.x","bic.x","lob.x","lyr.x","mac.x","mic.x","mon.x","mue.x","pri.x","sin.x","ste.x","stemar.x","mar.x","alb.y","bic.y","lob.y","lyr.y","mac.y","mic.y","mon.y","mue.y","pri.y","sin.y","mar.y","ste.y","stemar.y","colnum","species","state","site","lat","long","sp","hyb"
"79","SYST-MOR-0006778",2e-05,2e-05,1e-05,1e-05,0.99989,1e-05,1e-05,0,0,1e-05,0,1e-05,0,2e-05,2e-05,1e-05,1e-05,0.99989,1e-05,1e-05,0,0,1e-05,0,0,1e-05,"IA_BSP_046_MG","Quercus macrocarpa Michx.","Iowa","Brookside Park ","42.03107238","-93.63017301","mac","pure"
"80","SYST-MOR-0006779",1e-05,1e-05,2e-05,1e-05,0.999886,1e-05,1e-05,1e-05,1e-05,1e-05,0,1.4e-05,0,1e-05,1e-05,2e-05,1e-05,0.999886,1e-05,1e-05,1e-05,1e-05,1e-05,0,0,1.4e-05,"IA_BSP_047_MG","Quercus macrocarpa Michx.","Iowa","Brookside Park ","42.03371379","-93.63040998","mac","pure"
"81","SYST-MOR-0006780",1e-05,1e-05,2e-05,1e-05,0.99989,0,0,1e-05,1e-05,1e-05,1e-05,2e-05,1e-05,1e-05,1e-05,2e-05,1e-05,0.99989,0,0,1e-05,1e-05,1e-05,1e-05,1e-05,2e-05,"IA_BSP_048_MG","Quercus macrocarpa Michx.","Iowa","Brookside Park ","42.03431925","-93.63024501","mac","pure"
"82","SYST-MOR-0006781",1e-05,1e-05,2e-05,1e-05,0.99989,1e-05,1e-05,1e-05,1e-05,1e-05,0,1e-05,0,1e-05,1e-05,2e-05,1e-05,0.99989,1e-05,1e-05,1e-05,1e-05,1e-05,0,0,1e-05,"IA_BSP_049_MG","Quercus macrocarpa Michx.","Iowa","Brookside Park ","42.02939736","-93.62820226","mac","pure"
"83","SYST-MOR-0006782",1e-05,1e-05,1e-05,2e-05,0.99989,1e-05,1e-05,1e-05,1e-05,0,0,1e-05,0,1e-05,1e-05,1e-05,2e-05,0.99989,1e-05,1e-05,1e-05,1e-05,0,0,0,1e-05,"IA_BSP_050_MG","Quercus macrocarpa Michx.","Iowa","Brookside Park ","42.02873078","-93.62824477","mac","pure"
"84","SYST-MOR-0006783",0.999885,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0,0,0,0,1e-05,1e-05,0.99989,1e-05,1.3e-05,1e-05,2.3e-05,1e-05,1.5e-05,1e-05,1.7e-05,1e-05,1e-05,1e-05,2e-05,"IA_LNW_051_MG","Quercus alba L.","Iowa","Lindsay Wilderness","40.710377","-91.79738944","alb","pure"
"85","SYST-MOR-0006784",0.99989,0,1e-05,0,1e-05,1e-05,1e-05,0,0,1e-05,1e-05,2e-05,1e-05,0.99989,1e-05,1e-05,1e-05,2e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,2e-05,"IA_LNW_052_MG","Quercus alba L.","Iowa","Lindsay Wilderness","40.709859","-91.796245","alb","pure"
"86","SYST-MOR-0006785",0.9999,1e-05,1e-05,1e-05,2e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0,1e-05,0,0.9999,1e-05,1e-05,1e-05,2e-05,1e-05,1.6e-05,1e-05,1e-05,1e-05,1e-05,0,2e-05,"IA_LNW_053_MG","Quercus alba L.","Iowa","Lindsay Wilderness","40.710201","-91.794682","alb","pure"
"87","SYST-MOR-0006786",0.999883,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0,0,0,0,1e-05,0,0.99989,1.3e-05,2e-05,1.4e-05,2e-05,1e-05,1e-05,2e-05,1e-05,1e-05,1e-05,1e-05,2e-05,"IA_LNW_054_MG","Quercus alba L.","Iowa","Lindsay Wilderness","40.710553","-91.792546","alb","pure"
"89","SYST-MOR-0006788",1e-05,1e-05,1e-05,1e-05,1.1e-05,1e-05,1e-05,0.9999,1e-05,1e-05,0,1e-05,0,1.2e-05,1e-05,2e-05,1.1e-05,2e-05,1.4e-05,1e-05,0.9999,1e-05,1e-05,0,0,1e-05,"IA_LNW_056_MG","Quercus muehlenbergii Engelm.","Iowa","Lindsay Wilderness","40.707865","-91.788325","mue","pure"
"91","SYST-MOR-0006790",1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.999875,1e-05,1e-05,0,1e-05,0,1e-05,1e-05,2e-05,1e-05,2e-05,1.8e-05,1e-05,0.99989,1.7e-05,1e-05,0,0,1e-05,"IA_LNW_058_MG","Quercus muehlenbergii Engelm.","Iowa","Lindsay Wilderness","40.706792","-91.79075","mue","pure"
"92","SYST-MOR-0006791",1e-05,1e-05,1e-05,1e-05,0.99989,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,2e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.99989,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,2e-05,"IA_LNW_059_MG","Quercus macrocarpa Michx.","Iowa","Lindsay Wilderness","40.707564","-91.792402","mac","pure"
"93","SYST-MOR-0006792",1e-05,1e-05,1e-05,1e-05,0.99989,1e-05,1e-05,1e-05,1e-05,0,0,1e-05,0,1e-05,1e-05,1e-05,1e-05,0.99989,1e-05,1e-05,1e-05,1e-05,0,0,0,1e-05,"IA_LNW_060_MG","Quercus macrocarpa Michx.","Iowa","Lindsay Wilderness","40.70735","-91.793153","mac","pure"
"94","SYST-MOR-0006793",0.99989,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0,1e-05,0,0.9999,2e-05,1e-05,2e-05,2e-05,1e-05,1e-05,2e-05,1e-05,1e-05,1e-05,1e-05,2e-05,"IA_LNW_061_MG","Quercus alba L.","Iowa","Lindsay Wilderness","40.706728","-91.793218","alb","pure"
"95","SYST-MOR-0006794",1e-05,1e-05,1e-05,1e-05,1e-05,0,1e-05,0.99989,1e-05,1e-05,0,1e-05,0,1e-05,2e-05,2e-05,1e-05,2e-05,1e-05,1e-05,0.9999,1e-05,1e-05,1e-05,1e-05,2e-05,"IA_LNW_062_MG","Quercus muehlenbergii Engelm.","Iowa","Lindsay Wilderness","40.706856","-91.79369","mue","pure"
"96","SYST-MOR-0006796",1e-05,0.99989,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0,1e-05,0,2e-05,0.9999,2.1e-05,1e-05,2.5e-05,1e-05,1e-05,2e-05,1e-05,1e-05,1e-05,1e-05,2e-05,"IA_LNW_064_MG","Quercus bicolor Willd.","Iowa","Lindsay Wilderness","40.703988","-91.796584","bic","pure"
"97","SYST-MOR-0006797",1e-05,0.99989,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0,1e-05,0,2e-05,0.9999,2e-05,2e-05,2.2e-05,1e-05,1e-05,2e-05,1.5e-05,1e-05,1e-05,1e-05,2e-05,"IA_LNW_065_MG","Quercus bicolor Willd.","Iowa","Lindsay Wilderness","40.703502","-91.796851","bic","pure"
"98","SYST-MOR-0006798",2e-05,1e-05,1e-05,1e-05,0.9999,1e-05,1e-05,0,0,1e-05,0,1e-05,0,2e-05,1e-05,1e-05,1e-05,0.9999,1e-05,1e-05,0,0,1e-05,0,0,1e-05,"IA_CHP_066_MG","Quercus macrocarpa Michx.","Iowa","Cherokee Park ","41.97471713","-91.7216927","mac","pure"
"99","SYST-MOR-0006799",1e-05,0,1e-05,0,0.9999,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,2e-05,1e-05,1e-05,0,1e-05,0,0.9999,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,2e-05,"IA_CHP_067_MG","Quercus macrocarpa Michx.","Iowa","Cherokee Park ","41.97330457","-91.72514806","mac","pure"
"101","SYST-MOR-0006801",1e-05,1e-05,1e-05,1e-05,0.99989,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,2e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.99989,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,2e-05,"IA_CHP_069_MG","Quercus macrocarpa Michx.","Iowa","Cherokee Park ","41.973906","-91.722929","mac","pure"
"102","SYST-MOR-0006802",1e-05,1e-05,1e-05,1e-05,0.999884,1e-05,1.6e-05,2e-05,1e-05,0,0,1e-05,0,1e-05,1e-05,1e-05,1e-05,0.999884,1e-05,1.6e-05,2e-05,1e-05,0,0,0,1e-05,"IA_CHP_070_MG","Quercus macrocarpa Michx.","Iowa","Cherokee Park ","41.983481","-91.797435","mac","pure"
"103","SYST-MOR-0006803",1e-05,2e-05,1e-05,1e-05,0.99989,1e-05,1e-05,1e-05,1e-05,1e-05,0,1e-05,0,1e-05,2e-05,1e-05,1e-05,0.99989,1e-05,1e-05,1e-05,1e-05,1e-05,0,0,1e-05,"MO_CSW_071_MGLS","Quercus macrocarpa Michx.","Missouri","Castlewood State Park ","38.545697","-90.535657","mac","pure"
"104","SYST-MOR-0006804",2e-05,1e-05,1e-05,1e-05,0.99989,1e-05,1e-05,1e-05,1e-05,0,0,1e-05,0,2e-05,1e-05,1e-05,1e-05,0.99989,1e-05,1e-05,1e-05,1e-05,0,0,0,1e-05,"MO_CSW_072_MGLS","Quercus macrocarpa Michx.","Missouri","Castlewood State Park ","38.546835","-90.537024","mac","pure"
"105","SYST-MOR-0006805",1e-05,1e-05,2e-05,1e-05,0.99989,1e-05,1e-05,1e-05,1e-05,1e-05,0,1e-05,0,1e-05,1e-05,2e-05,1e-05,0.99989,1e-05,1e-05,1e-05,1e-05,1e-05,0,0,1e-05,"MO_CSW_073_MGLS","Quercus macrocarpa Michx.","Missouri","Castlewood State Park ","38.547166","-90.536986","mac","pure"
"106","SYST-MOR-0006806",1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0,0,0.99989,0,2e-05,2e-05,1.3e-05,2.1e-05,2e-05,1e-05,1e-05,1.4e-05,1.3e-05,1.3e-05,0,0,0.99989,"MO_TRC_074_MG","Quercus stellata Wangenh.","Missouri","Tyson Research Center","38.512088","-90.575698","ste","pure"
"108","SYST-MOR-0006808",0.99989,2e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0,1e-05,0,0.99989,2e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0,0,1e-05,"MO_TRC_076_MG","Quercus alba L.","Missouri","Tyson Research Center","38.512384","-90.575894","alb","pure"
"109","SYST-MOR-0006809",1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.99989,1e-05,1e-05,0,1.4e-05,0,1e-05,2e-05,1.3e-05,2e-05,1e-05,1e-05,1e-05,0.9999,1e-05,1e-05,1e-05,1e-05,2e-05,"MO_TRC_077_MG","Quercus muehlenbergii Engelm.","Missouri","Tyson Research Center","38.512355","-90.576186","mue","pure"
"110","SYST-MOR-0006810",0.99989,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0,0,1e-05,0,0.999894,1e-05,1.2e-05,1e-05,1e-05,1e-05,1.4e-05,1e-05,1e-05,0,0,0,1e-05,"MO_TRC_078_MG","Quercus alba L.","Missouri","Tyson Research Center","38.512345","-90.576354","alb","pure"
"111","SYST-MOR-0006811",1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0,0.99989,0,2e-05,2.4e-05,2e-05,2.4e-05,2.2e-05,1.7e-05,1e-05,2.1e-05,1e-05,1.7e-05,1e-05,0.99989,0.9999,"MO_TRC_079_MG","Quercus stellata Wangenh.","Missouri","Tyson Research Center","38.512487","-90.576479","ste","pure"
"112","SYST-MOR-0006813",1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.999889,1e-05,1e-05,0,1e-05,0,2e-05,1.1e-05,2e-05,1e-05,1e-05,1e-05,1.5e-05,0.99989,1e-05,1e-05,1e-05,1e-05,2e-05,"MO_TRC_081_MG","Quercus muehlenbergii Engelm.","Missouri","Tyson Research Center","38.511584","-90.57496","mue","pure"
"113","SYST-MOR-0006814",1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0,0.99989,0,2e-05,2e-05,1e-05,1.4e-05,2e-05,1.7e-05,1e-05,1.6e-05,1e-05,1e-05,1e-05,0.99989,0.9999,"MO_TRC_082_MG","Quercus stellata Wangenh.","Missouri","Tyson Research Center","38.513753","-90.557106","ste","pure"
"114","SYST-MOR-0006815",1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0,0.999886,0,2.4e-05,2e-05,2e-05,2e-05,2.9e-05,1.2e-05,1e-05,2.2e-05,1.2e-05,1e-05,1.9e-05,0.999889,0.9999,"MO_TRC_083_MG","Quercus stellata Wangenh.","Missouri","Tyson Research Center","38.514397","-90.555689","ste","pure"
"115","SYST-MOR-0006816",1e-05,1e-05,2e-05,1e-05,1e-05,0,0,0.999882,1e-05,1e-05,1e-05,2.8e-05,1.8e-05,1e-05,1e-05,2e-05,1e-05,1e-05,0,0,0.999882,1e-05,1e-05,1.8e-05,1e-05,2.8e-05,"MO_TRC_084_MG","Quercus muehlenbergii Engelm.","Missouri","Tyson Research Center","38.514483","-90.555689","mue","pure"
"116","SYST-MOR-0006817",0.999888,1e-05,1e-05,1e-05,2e-05,1e-05,1e-05,0,0,1e-05,0,1e-05,0,0.9999,1e-05,1e-05,1e-05,2e-05,1.2e-05,1e-05,0,0,1e-05,1e-05,0,2e-05,"MO_TRC_085_MG","Quercus alba L.","Missouri","Tyson Research Center","38.51341","-90.557621","alb","pure"
"117","SYST-MOR-0006818",1e-05,1e-05,1e-05,1e-05,2e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0,0.99989,0,2e-05,2e-05,1e-05,1e-05,2.6e-05,1e-05,1.1e-05,2e-05,1.6e-05,1.6e-05,1e-05,0.999884,0.9999,"MO_TRC_086_MG","Quercus stellata Wangenh.","Missouri","Tyson Research Center","38.512874","-90.557406","ste","pure"
"118","SYST-MOR-0006819",0.99988,1e-05,1e-05,1e-05,2e-05,1e-05,1e-05,0,0,0,0,1e-05,1e-05,0.99989,1e-05,1e-05,1e-05,3e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0,2e-05,"MO_TRC_087_MG","Quercus alba L.","Missouri","Tyson Research Center","38.512509","-90.557449","alb","pure"
"119","SYST-MOR-0006820",0.999884,1e-05,1e-05,1e-05,1.7e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0,1e-05,0,0.99989,2e-05,2.2e-05,1.6e-05,2e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,2e-05,"MO_TRC_088_MG","Quercus alba L.","Missouri","Tyson Research Center","38.511951","-90.558586","alb","pure"
"120","SYST-MOR-0006821",1e-05,1e-05,1e-05,1e-05,0.9999,1e-05,1e-05,0,0,0,0,1e-05,0,1e-05,1e-05,1e-05,1e-05,0.9999,1e-05,1e-05,1e-05,1e-05,0,1e-05,0,1e-05,"MO_HHT_089_MG","Quercus macrocarpa Michx.","Missouri","Ha Ha Tonka State Park ","37.990282","-92.774439","mac","pure"
"121","SYST-MOR-0006822",0.999888,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0,1.2e-05,0,0.99989,2e-05,1e-05,2e-05,1e-05,1e-05,1e-05,1.3e-05,1e-05,1e-05,1e-05,1e-05,2e-05,"MO_HHT_090_MG","Quercus alba L.","Missouri","Ha Ha Tonka State Park ","37.97832","-92.768426","alb","pure"
"122","SYST-MOR-0006823",1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0,0.99989,0,2e-05,2e-05,1e-05,1.4e-05,2e-05,1e-05,1e-05,2e-05,1.6e-05,1e-05,1e-05,0.99989,0.9999,"MO_HHT_091_MG","Quercus stellata Wangenh.","Missouri","Ha Ha Tonka State Park ","37.97832","-92.768447","ste","pure"
"123","SYST-MOR-0006824",0.99989,1e-05,1e-05,1e-05,1e-05,0,0,1e-05,1e-05,1e-05,0,1e-05,0,0.99989,2e-05,2e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,2e-05,"MO_HHT_092_MG","Quercus alba L.","Missouri","Ha Ha Tonka State Park ","37.980251","-92.768297","alb","pure"
"124","SYST-MOR-0006825",1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0,0.99989,0,2e-05,2e-05,2e-05,1e-05,2e-05,1e-05,1.6e-05,2e-05,1e-05,1e-05,1e-05,0.99989,0.9999,"MO_HHT_093_MG","Quercus stellata Wangenh.","Missouri","Ha Ha Tonka State Park ","37.980396","-92.768258","ste","pure"
"125","SYST-MOR-0006826",1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0,0.99989,0,2e-05,2e-05,2e-05,1e-05,2.6e-05,1e-05,1.9e-05,1e-05,1e-05,1e-05,1e-05,0.99989,0.9999,"MO_HHT_094_MG","Quercus stellata Wangenh.","Missouri","Ha Ha Tonka State Park ","37.980251","-92.769241","ste","pure"
"126","SYST-MOR-0006827",1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.99989,1e-05,1e-05,0,1e-05,0,2e-05,1e-05,2e-05,2e-05,2e-05,1e-05,1e-05,0.99989,1e-05,1e-05,1e-05,1e-05,2e-05,"MO_HHT_095_MG","Quercus muehlenbergii Engelm.","Missouri","Ha Ha Tonka State Park ","37.980144","-92.770185","mue","pure"
"127","SYST-MOR-0006828",1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.99989,1e-05,1e-05,0,1e-05,0,2.7e-05,2e-05,1e-05,1e-05,2e-05,1e-05,1.1e-05,0.99989,1e-05,1e-05,1e-05,1e-05,2e-05,"MO_HHT_096_MG","Quercus muehlenbergii Engelm.","Missouri","Ha Ha Tonka State Park ","37.979586","-92.770872","mue","pure"
"128","SYST-MOR-0006829",1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.999869,1e-05,1e-05,0,1e-05,0,1e-05,2e-05,2e-05,1e-05,1.9e-05,1.9e-05,1e-05,0.99989,1e-05,1e-05,0,0,1.3e-05,"MO_HHT_097_MG","Quercus muehlenbergii Engelm.","Missouri","Ha Ha Tonka State Park ","37.980251","-92.771752","mue","pure"
"129","SYST-MOR-0006830",1e-05,1e-05,1e-05,1e-05,2e-05,1e-05,1e-05,0.99989,1e-05,1e-05,0,1e-05,0,1e-05,1e-05,1e-05,1e-05,2e-05,1e-05,1e-05,0.99989,1e-05,1e-05,0,0,1e-05,"MO_HHT_098_MG","Quercus muehlenbergii Engelm.","Missouri","Ha Ha Tonka State Park ","37.980058","-92.772782","mue","pure"
"130","SYST-MOR-0006831",0.999884,0,1e-05,0,2e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0,1e-05,0,0.99989,1e-05,1e-05,1e-05,2.4e-05,1.1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,2e-05,"MO_HHT_099_MG","Quercus alba L.","Missouri","Ha Ha Tonka State Park ","37.977505","-92.773662","alb","pure"
"131","SYST-MOR-0006832",0.99989,1.2e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0,1.2e-05,0,0.99989,2e-05,2.2e-05,1.1e-05,1.3e-05,1e-05,1e-05,1.8e-05,1e-05,1e-05,1e-05,1e-05,2e-05,"MO_HHT_100_MG","Quercus alba L.","Missouri","Ha Ha Tonka State Park ","37.977033","-92.768855","alb","pure"
"132","SYST-MOR-0006833",1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0,0.99989,0,2e-05,2e-05,2e-05,1.3e-05,2e-05,1e-05,1e-05,2e-05,1e-05,1e-05,1e-05,0.99989,0.9999,"MO_HHT_101_MG","Quercus stellata Wangenh.","Missouri","Ha Ha Tonka State Park ","37.977054","-92.768555","ste","pure"
"135","SYST-MOR-0006836",1e-05,1e-05,1e-05,1e-05,2e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0,0.99989,0,2e-05,2e-05,1e-05,1e-05,2e-05,1.3e-05,1.6e-05,2e-05,2e-05,1e-05,1e-05,0.99989,0.9999,"MO_PSP_MG924_MG","Quercus stellata Wangenh.","Missouri","Prairie State Park ","37.53224684","-94.57492438","ste","pure"
"137","SYST-MOR-0006838",1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0,0.999886,0,2e-05,2e-05,2e-05,2.1e-05,2e-05,1.8e-05,1e-05,2e-05,1.1e-05,1e-05,1e-05,0.99989,0.9999,"MO_PSP_MG926_MG","Quercus stellata Wangenh.","Missouri","Prairie State Park ","37.5327569","-94.57466924","ste","pure"
"140","SYST-MOR-0006841",1e-05,1e-05,1e-05,1e-05,1.2e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0,0.99989,0,2e-05,2e-05,2e-05,2e-05,2e-05,1.9e-05,1.7e-05,2.4e-05,1.4e-05,0.002709,0.99989,1e-05,0.9999,"OK_RRC_107_MG","Quercus margaretiae Ashe ex Small","Oklahoma","Red Rock Canyon Adventure Park ","35.435972","-98.355532","mar","pure"
"143","SYST-MOR-0006844",0,1e-05,1e-05,1e-05,0.99989,0,1e-05,2e-05,1e-05,1e-05,1e-05,2e-05,1e-05,0,1e-05,1e-05,1e-05,0.99989,0,1e-05,2e-05,1e-05,1e-05,1e-05,1e-05,2e-05,"OK_RRC_109_MG","Quercus macrocarpa Michx.","Oklahoma","Red Rock Canyon Adventure Park ","35.435378","-98.354117","mac","pure"
"144","SYST-MOR-0006845",1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0,0.99989,0,2e-05,2e-05,2e-05,2e-05,2.9e-05,1e-05,2e-05,2e-05,1.5e-05,1.2e-05,0.99989,1e-05,0.9999,"OK_RRC_110_MG","Quercus margaretiae Ashe ex Small","Oklahoma","Red Rock Canyon Adventure Park ","35.4352","-98.353772","mar","pure"
"145","SYST-MOR-0006846",1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0,0.99989,0,2e-05,2e-05,2e-05,2e-05,2e-05,1.7e-05,1.8e-05,2e-05,1e-05,0.009776,0.99989,1e-05,0.9999,"OK_RRC_111_MG","Quercus margaretiae Ashe ex Small","Oklahoma","Red Rock Canyon Adventure Park ","35.435951","-98.353643","mar","pure"
"146","SYST-MOR-0006847",1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0,0.99989,0,2e-05,2e-05,2.8e-05,2e-05,3e-05,1e-05,0.001923,2e-05,1.3e-05,1.1e-05,0.99989,1e-05,0.9999,"OK_RRC_112_MG","Quercus margaretiae Ashe ex Small","Oklahoma","Red Rock Canyon Adventure Park ","35.43638","-98.353536","mar","pure"
"151","SYST-MOR-0006852",1e-05,1.2e-05,1e-05,2e-05,0.999876,1e-05,1.7e-05,1e-05,1e-05,0,0,1e-05,0,1e-05,1.2e-05,1e-05,2e-05,0.999876,1e-05,1.7e-05,1e-05,1e-05,0,0,0,1e-05,"OK_RRC_117_MG","Quercus macrocarpa Michx.","Oklahoma","Red Rock Canyon Adventure Park ","35.450242","-98.352764","mac","pure"
"152","SYST-MOR-0006853",1e-05,2e-05,1e-05,1e-05,0.99989,1e-05,1e-05,1e-05,1e-05,0,0,1e-05,1e-05,1e-05,2e-05,1e-05,1e-05,0.99989,1e-05,1e-05,1e-05,1e-05,0,1e-05,0,1e-05,"OK_RRC_118_MG","Quercus macrocarpa Michx.","Oklahoma","Red Rock Canyon Adventure Park ","35.456636","-98.35433","mac","pure"
"153","SYST-MOR-0006854",1e-05,1e-05,1e-05,1e-05,0.99989,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,2e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.99989,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,2e-05,"OK_RRC_119_MG","Quercus macrocarpa Michx.","Oklahoma","Red Rock Canyon Adventure Park ","35.457221","-98.353656","mac","pure"
"155","SYST-MOR-0006856",1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0,0.99989,0,2e-05,2e-05,2e-05,2e-05,2.5e-05,1.6e-05,1e-05,2e-05,0.002778,0.002195,0.99989,1.8e-05,0.9999,"OK_RRC_121_MG","Quercus margaretiae Ashe ex Small","Oklahoma","Red Rock Canyon Adventure Park ","35.436058","-98.355746","mar","pure"
"156","SYST-MOR-0006857",0,1e-05,1e-05,1e-05,0.99989,0,1e-05,0,0,0,0,1e-05,0,1e-05,1e-05,1e-05,1e-05,0.9999,1e-05,1e-05,2e-05,1e-05,1e-05,1e-05,1e-05,2e-05,"OK_TGP_122_MG","Quercus macrocarpa Michx.","Oklahoma","Tallgrass Prairie Preserve ","36.845101","-96.426448","mac","pure"
"157","SYST-MOR-0006858",1.3e-05,1e-05,1e-05,2e-05,0.999887,1e-05,1e-05,1e-05,1e-05,0,0,1e-05,0,1.3e-05,1e-05,1e-05,2e-05,0.999887,1e-05,1e-05,1e-05,1e-05,0,0,0,1e-05,"OK_TGP_123_MG","Quercus macrocarpa Michx.","Oklahoma","Tallgrass Prairie Preserve ","36.845784","-96.426594","mac","pure"
"158","SYST-MOR-0006859",1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0,0.99989,0,2e-05,1.4e-05,2e-05,1.2e-05,2e-05,1e-05,1e-05,2e-05,1.8e-05,1e-05,1e-05,0.99989,0.9999,"OK_TGP_124_MG","Quercus stellata Wangenh.","Oklahoma","Tallgrass Prairie Preserve ","36.845564","-96.428413","ste","pure"
"159","SYST-MOR-0006860",1e-05,1e-05,2.5e-05,1e-05,1.2e-05,1e-05,1e-05,0.999883,1e-05,1e-05,0,1e-05,0,1e-05,1e-05,2.5e-05,1e-05,1.2e-05,1e-05,1e-05,0.999883,1e-05,1e-05,0,0,1e-05,"OK_TGP_125_MG","Quercus muehlenbergii Engelm.","Oklahoma","Tallgrass Prairie Preserve ","36.845779","-96.428592","mue","pure"
"160","SYST-MOR-0006861",1e-05,1e-05,1e-05,1e-05,0.9999,1e-05,1e-05,0,0,1e-05,0,2e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.9999,1e-05,1e-05,0,0,1e-05,1e-05,0,2e-05,"OK_TGP_126_MG","Quercus macrocarpa Michx.","Oklahoma","Tallgrass Prairie Preserve ","36.846022","-96.428747","mac","pure"
"161","SYST-MOR-0006862",0,1e-05,1e-05,1e-05,0.999,0,1e-05,0.00092,1e-05,1e-05,0,1e-05,0,0,1e-05,1e-05,1e-05,0.999,0,1e-05,0.00092,1e-05,1e-05,0,0,1e-05,"OK_TGP_127_MG","Quercus macrocarpa Michx.","Oklahoma","Tallgrass Prairie Preserve ","36.846654","-96.429275","mac","pure"
"163","SYST-MOR-0006864",1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0,0.99989,0,2e-05,2e-05,1e-05,2e-05,2e-05,1.6e-05,1e-05,2e-05,1e-05,1.4e-05,1e-05,0.99989,0.9999,"OK_TGP_129_MG","Quercus stellata Wangenh.","Oklahoma","Tallgrass Prairie Preserve ","36.846825","-96.429918","ste","pure"
