,sample,alb,biclyr,lob,mac,micmon,muepri,sinstemar,pureCount,hybCount,hyb,sinstemar_1,muepri_1,alb_1,biclyr_1,lob_1,mac1_1,mac2_1,micmon_1,macComb,collectionNumber
186,SYST-MOR-0006885,none,none,none,none,none,pure?,none,1,0,pure,0,0.9999,0,0,0,0,0,0,2.00E-05,TN_CLP_163_MG
187,SYST-MOR-0006886,none,none,none,none,none,none,pure?,1,0,pure,0.9999,0,0,0,0,0,0,0,2.00E-05,TN_CLP_164_MG
188,SYST-MOR-0006887,none,none,none,none,none,pure?,none,1,0,pure,0,0.9921,0,0,0,0,0.0079,0,0.007875,TN_CLP_165_MG
189,SYST-MOR-0006888,none,none,none,none,none,none,pure?,1,0,pure,0.9999,0,0,0,0,0,0,0,2.00E-05,TN_CLP_166_MG
190,SYST-MOR-0006889,pure?,none,none,none,none,none,none,1,0,pure,0,0,0.9999,0,0,0,0,0,2.00E-05,TN_CLP_167_MG
191,SYST-MOR-0006890,none,none,none,pure?,none,none,none,1,0,pure,0,0,0,0,0,0.8446,0.1554,0,0.99994,KY_LXC_168_MG
192,SYST-MOR-0006891,none,none,none,pure?,none,none,none,1,0,pure,0,0.0043,0,0.0153,0,0.771,0.2093,0,0.980357,KY_LXC_169_MG
193,SYST-MOR-0006892,none,none,none,pure?,none,none,none,1,0,pure,0,0,0,0,0,0.8727,0.1272,0,0.99994,KY_LXC_170_MG
194,SYST-MOR-0006893,none,none,none,pure?,none,none,none,1,0,pure,0,0,0,0,0,0.7883,0.2117,0,0.99994,KY_LXC_171_MG
195,SYST-MOR-0006894,none,none,none,pure?,none,none,none,1,0,pure,0,0,0,0,0,0.695,0.3049,0,0.99994,KY_CSW_172_MG
196,SYST-MOR-0006895,none,none,none,none,none,pure?,none,1,0,pure,0,0.9999,0,0,0,0,0,0,2.00E-05,KY_CSW_173_MG
197,SYST-MOR-0006896,none,none,none,none,none,pure?,none,1,0,pure,0,0.9999,0,0,0,0,0,0,2.00E-05,KY_CSW_174_MG
198,SYST-MOR-0006897,none,none,none,pure?,none,none,none,1,0,pure,0,0,0,0,0,0.7724,0.2276,0,0.99994,KY_BBF_175_MG
199,SYST-MOR-0006898,none,none,none,none,none,pure?,none,1,0,pure,0,0.9999,0,0,0,0,0,0,2.00E-05,KY_BBF_176_MG
200,SYST-MOR-0006899,none,none,none,pure?,none,none,none,1,0,pure,0,0,0,0,0,0.7917,0.2082,0,0.99994,KY_BBF_177_MG
201,SYST-MOR-0006900,none,none,none,none,none,pure?,none,1,0,pure,0,0.992,0,0,0,0,0.0079,0,0.007929,KY_BBF_178_MG
202,SYST-MOR-0006901,none,none,none,none,none,pure?,none,1,0,pure,0,0.9999,0,0,0,0,0,0,2.00E-05,KY_BBF_179_MG
203,SYST-MOR-0006902,none,none,none,none,none,pure?,none,1,0,pure,0,0.9999,0,0,0,0,0,0,2.00E-05,KY_BBF_180_MG
204,SYST-MOR-0006903,none,none,none,pure?,none,none,none,1,0,pure,0,0,0,0,0,0.7783,0.2216,0,0.99994,KY_BBF_181_MG
205,SYST-MOR-0006904,none,none,none,pure?,none,none,none,1,0,pure,0,0,0,0,0,0.7424,0.2575,0,0.99994,KY_BBF_182_MG
206,SYST-MOR-0006905,none,none,none,none,none,pure?,none,1,0,pure,0,0.9999,0,0,0,0,0,0,2.00E-05,KY_BBF_183_MG
207,SYST-MOR-0006906,none,none,none,pure?,none,none,none,1,0,pure,0,0,0,0,0,0.83,0.17,0,0.99994,KY_BBF_184_MG
208,SYST-MOR-0006907,none,none,none,pure?,none,none,none,1,0,pure,0,0,0,0,0,0.8752,0.1248,0,0.99994,KY_ASF_185_MG
209,SYST-MOR-0006908,none,none,none,pure?,none,none,none,1,0,pure,0,0,0,0,0,0.8864,0.1136,0,0.999932,KY_ASF_186_MG
210,SYST-MOR-0006909,none,none,none,pure?,none,none,none,1,0,pure,0,0,0,0,0,0.791,0.209,0,0.99994,KY_ASF_187_MG
211,SYST-MOR-0006910,none,none,none,none,none,pure?,none,1,0,pure,0,0.9999,0,0,0,0,0,0,2.00E-05,KY_ASF_188_MG
212,SYST-MOR-0006911,none,none,none,pure?,none,none,none,1,0,pure,0,0,0,0,0,0.6899,0.31,0,0.99994,KY_ASF_189_MG
213,SYST-MOR-0006912,none,none,none,pure?,none,none,none,1,0,pure,0,0,0,0,0,0.8462,0.1538,0,0.999932,KY_ASF_190_MG
214,SYST-MOR-0006913,none,none,none,none,none,pure?,none,1,0,pure,0,0.9999,0,0,0,0,0,0,2.00E-05,KY_ASF_191_MG
215,SYST-MOR-0006914,none,none,none,none,none,pure?,none,1,0,pure,0,0.9999,0,0,0,0,0,0,2.00E-05,KY_ASF_192_MG
216,SYST-MOR-0006915,none,none,none,none,none,pure?,none,1,0,pure,0,0.9999,0,0,0,0,0,0,2.10E-05,KY_ASF_193_MG
217,SYST-MOR-0006916,none,none,none,none,none,pure?,none,1,0,pure,0,0.9999,0,0,0,0,0,0,2.00E-05,KY_ASF_194_MG
218,SYST-MOR-0006917,none,none,none,none,pure?,none,none,1,0,pure,0,0,0.0072,0,0,0,0,0.9927,2.00E-05,KY_JJA_195_MG
219,SYST-MOR-0006918,none,pure?,none,none,none,none,none,1,0,pure,0,0,0,0.9999,0,0,0,0,2.00E-05,KY_JJA_196_MG
220,SYST-MOR-0006919,none,hybrid?,none,none,hybrid?,none,none,0,2,hybrid,0,0,0.0478,0.4442,0,0,0,0.5079,2.00E-05,KY_JJA_197_MG
221,SYST-MOR-0006920,none,none,none,none,pure?,none,none,1,0,pure,0,0,0,0,0,0,0,0.9999,2.00E-05,KY_JJA_198_MG
222,SYST-MOR-0006921,none,pure?,none,none,none,none,none,1,0,pure,0,0,0,0.9999,0,0,0,0,2.00E-05,KY_JJA_199_MG
223,SYST-MOR-0006922,pure?,none,none,none,none,none,none,1,0,pure,0,0,0.9999,0,0,0,0,0,2.00E-05,KY_JJA_200_MG
224,SYST-MOR-0006923,hybrid?,none,none,none,hybrid?,none,none,0,2,hybrid,0,0,0.5284,0,0,0,0,0.4715,2.00E-05,KY_JJA_201_MG
225,SYST-MOR-0006924,none,none,none,none,pure?,none,none,1,0,pure,0,0,0,0,0,0,0,0.9999,2.00E-05,KY_JJA_202_MG
226,SYST-MOR-0006925,none,pure?,none,none,none,none,none,1,0,pure,0,0,0,0.9999,0,0,0,0,2.00E-05,KY_JJA_203_MG
227,SYST-MOR-0006926,pure?,none,none,none,none,none,none,1,0,pure,0,0.0053,0.9946,0,0,0,0,0,2.00E-05,KY_JJA_204_MG
228,SYST-MOR-0006927,none,pure?,none,none,none,none,none,1,0,pure,0,0,0,0.9999,0,0,0,0,2.00E-05,KY_JJA_205_MG
229,SYST-MOR-0006928,pure?,none,none,none,none,none,none,1,0,pure,0,0,0.9999,0,0,0,0,0,2.00E-05,KY_JJA_206_MG
230,SYST-MOR-0006929,none,none,none,none,none,pure?,none,1,0,pure,0,0.9999,0,0,0,0,0,0,2.00E-05,KY_JJA_207_MG
231,SYST-MOR-0006930,none,none,none,none,none,pure?,none,1,0,pure,0,0.9999,0,0,0,0,0,0,2.00E-05,KY_JJA_208_MG
232,SYST-MOR-0006931,none,none,none,none,none,pure?,none,1,0,pure,0,0.9999,0,0,0,0,0,0,2.00E-05,KY_JJA_209_MG
233,SYST-MOR-0006932,none,none,none,pure?,none,none,none,1,0,pure,0,0,0,0,0,0.9999,0,0,0.99994,KY_GRF_210_MG
234,SYST-MOR-0006933,none,none,none,pure?,none,none,none,1,0,pure,0,0,0,0,0,0.9999,0,0,0.99994,KY_GRF_211_MG
235,SYST-MOR-0006934,none,none,none,pure?,none,none,none,1,0,pure,0,0,0,0,0,0.9331,0.0669,0,0.99994,KY_GRF_212_MG
236,SYST-MOR-0006935,none,none,none,pure?,none,none,none,1,0,pure,0,0,0,0,0,0.9959,0.0041,0,0.999939,KY_GRF_213_MG
237,SYST-MOR-0006936,none,none,none,pure?,none,none,none,1,0,pure,0,0,0,0,0,0.9763,0.0237,0,0.999938,KY_GRF_214_MG
238,SYST-MOR-0006937,none,none,none,pure?,none,none,none,1,0,pure,0.0052,0,0,0,0,0,0.9948,0,0.994793,WI_THB_215_MG
239,SYST-MOR-0006938,pure?,none,none,none,none,none,none,1,0,pure,0,0,0.9999,0,0,0,0,0,2.00E-05,WI_THB_216_MG
240,SYST-MOR-0006939,pure?,none,none,none,none,none,none,1,0,pure,0,0,0.9898,0,0,0,0.0102,0,0.010181,WI_THB_217_MG
241,SYST-MOR-0006940,pure?,none,none,none,none,none,none,1,0,pure,0,0,0.9999,0,0,0,0,0,2.00E-05,WI_THB_218_MG
242,SYST-MOR-0006941,pure?,none,none,none,none,none,none,1,0,pure,0,0,0.9983,0,0,0.0017,0,0,0.001672,WI_THB_219_MG
243,SYST-MOR-0006942,none,none,none,pure?,none,none,none,1,0,pure,0,0,0,0,0,0.0854,0.9146,0,0.99994,WI_THB_220_MG
244,SYST-MOR-0006943,none,none,none,pure?,none,none,none,1,0,pure,0,0,0,0,0,0.0258,0.9741,0,0.99994,MN_PMN_221_MG
245,SYST-MOR-0006944,none,none,none,pure?,none,none,none,1,0,pure,0,0,0,0,0,0,0.9999,0,0.99994,MN_PMN_222_MG
246,SYST-MOR-0006945,none,none,none,pure?,none,none,none,1,0,pure,0,0,0,0,0.0042,0,0.9958,0,0.995785,MN_PMN_223_MG
247,SYST-MOR-0006946,pure?,none,none,none,none,none,none,1,0,pure,0,0,0.9999,0,0,0,0,0,2.00E-05,MN_PMN_224_MG
248,SYST-MOR-0006947,none,none,none,pure?,none,none,none,1,0,pure,0,0,0,0,0,0.0078,0.9921,0,0.99994,MN_PMN_225_MG
249,SYST-MOR-0006948,none,none,none,pure?,none,none,none,1,0,pure,0,0.005,0,0,0,0,0.9949,0,0.994919,MN_PMN_226_MG
250,SYST-MOR-0006949,hybrid?,none,none,hybrid?,none,none,none,0,2,hybrid,0,0,0.5424,0,0,0.024,0.4335,0,0.457533,MN_PMN_227_MG
251,SYST-MOR-0006950,pure?,none,none,none,none,none,none,1,0,pure,0,0,0.996,0,0,0.004,0,0,0.003976,MN_PMN_228_MG
252,SYST-MOR-0006951,hybrid?,none,none,hybrid?,none,none,none,0,2,hybrid,0,0,0.456,0,0,0.0086,0.5353,0,0.543969,WI_PKL_229_MG
253,SYST-MOR-0006952,hybrid?,none,none,hybrid?,none,none,none,0,2,hybrid,0,0,0.5272,0.0042,0,0.0387,0.4299,0,0.468559,WI_PKL_230_MG
254,SYST-MOR-0006953,hybrid?,none,none,hybrid?,none,none,none,0,2,hybrid,0,0,0.9235,0,0,0.0016,0.0749,0,0.076482,WI_PKL_231_MG
255,SYST-MOR-0006954,hybrid?,none,none,hybrid?,none,none,none,0,2,hybrid,0,0,0.1517,0,0,0.0122,0.836,0,0.848248,WI_PKL_232_MG
256,SYST-MOR-0006955,none,none,none,pure?,none,none,none,1,0,pure,0,0,0,0,0,0,0.9999,0,0.99994,WI_PKL_233_MG
257,SYST-MOR-0006956,none,none,none,pure?,none,none,none,1,0,pure,0,0,0,0,0,0,0.9999,0,0.99994,WI_PKL_234_MG
258,SYST-MOR-0006957,none,none,none,pure?,none,none,none,1,0,pure,0,0,0,0,0,0.1065,0.8935,0,0.99994,WI_PKL_235_MG
259,SYST-MOR-0006958,none,none,none,pure?,none,none,none,1,0,pure,0,0,0,0,0,0,0.9999,0,0.99994,WI_PKL_236_MG
260,SYST-MOR-0006959,none,none,none,pure?,none,none,none,1,0,pure,0,0,0,0,0,0,0.9999,0,0.99994,WI_PKL_237_MG
261,SYST-MOR-0006960,none,none,none,pure?,none,none,none,1,0,pure,0,0,0,0,0,0,0.9999,0,0.99994,WI_WFS_238_MG
262,SYST-MOR-0006961,none,none,none,pure?,none,none,none,1,0,pure,0,0,0,0,0,0,0.9999,0,0.99994,WI_WFS_239_MG
263,SYST-MOR-0006962,none,none,none,pure?,none,none,none,1,0,pure,0,0,0,0,0,0.0611,0.9389,0,0.99994,WI_WFS_240_MG
264,SYST-MOR-0006963,none,none,none,pure?,none,none,none,1,0,pure,0,0,0,0,0,0,0.9999,0,0.999938,WI_WFS_241_MG
265,SYST-MOR-0006964,pure?,none,none,none,none,none,none,1,0,pure,0,0.0043,0.9956,0,0,0,0,0,2.20E-05,WI_WFS_242_MG
266,SYST-MOR-0006965,pure?,none,none,none,none,none,none,1,0,pure,0,0,0.9999,0,0,0,0,0,2.00E-05,WI_WFS_243_MG
267,SYST-MOR-0006966,pure?,none,none,none,none,none,none,1,0,pure,0,0,0.9999,0,0,0,0,0,2.50E-05,WI_WFS_244_MG
268,SYST-MOR-0006967,pure?,none,none,none,none,none,none,1,0,pure,0,0,0.9999,0,0,0,0,0,2.00E-05,WI_WFS_247_MG
269,SYST-MOR-0006968,none,none,none,pure?,none,none,none,1,0,pure,0,0,0,0.0072,0,0.0357,0.957,0,0.992732,WI_WFS_248_MG
270,SYST-MOR-0006969,pure?,none,none,none,none,none,none,1,0,pure,0,0,0.9999,0,0,0,0,0,2.00E-05,WI_WFS_249_MG
271,SYST-MOR-0006970,none,pure?,none,none,none,none,none,1,0,pure,0,0,0,0.9999,0,0,0,0,2.00E-05,OH_GLW_250_MG
272,SYST-MOR-0006971,none,pure?,none,none,none,none,none,1,0,pure,0,0,0,0.9999,0,0,0,0,2.00E-05,OH_GLW_251_MG
273,SYST-MOR-0006972,none,none,none,none,none,pure?,none,1,0,pure,0,0.9936,0,0,0,0,0.0063,0,0.006312,OH_GLW_252_MG
274,SYST-MOR-0006973,none,none,none,pure?,none,none,none,1,0,pure,0,0,0,0.015,0,0.4455,0.5395,0,0.984985,OH_GLW_253_MG
275,SYST-MOR-0006974,none,none,none,none,none,pure?,none,1,0,pure,0,0.9999,0,0,0,0,0,0,2.10E-05,OH_GLW_254_MG
276,SYST-MOR-0006975,none,none,none,pure?,none,none,none,1,0,pure,0,0,0,0.0145,0,0.4294,0.5561,0,0.985478,OH_GLW_255_MG
277,SYST-MOR-0006976,pure?,none,none,none,none,none,none,1,0,pure,0,0,0.9773,0,0,0,0.0227,0,0.022683,OH_GLW_256_MG
278,SYST-MOR-0006977,none,none,none,pure?,none,none,none,1,0,pure,0,0,0.0026,0,0,0.2952,0.7022,0,0.997373,OH_GLW_257_MG
279,SYST-MOR-0006978,pure?,none,none,none,none,none,none,1,0,pure,0,0.0058,0.9941,0,0,0,0,0,2.00E-05,OH_GLW_258_MG
280,SYST-MOR-0006979,none,none,none,pure?,none,none,none,1,0,pure,0,0,0,0.0056,0,0.2073,0.7871,0,0.994362,OH_GLW_259_MG
281,SYST-MOR-0006980,none,none,none,pure?,none,none,none,1,0,pure,0,4.00E-04,0.0064,0,0,0.3228,0.6704,0,0.99321,OH_GLW_260_MG
282,SYST-MOR-0006981,none,none,none,none,none,pure?,none,1,0,pure,0,0.9999,0,0,0,0,0,0,2.20E-05,OH_GLW_261_MG
283,SYST-MOR-0006982,pure?,none,none,none,none,none,none,1,0,pure,0,0,0.9892,0,0,0,0,0.0107,2.00E-05,OH_GLW_262_MG
284,SYST-MOR-0006983,none,none,none,none,none,pure?,none,1,0,pure,0,0.9999,0,0,0,0,0,0,2.00E-05,OH_GLW_263_MG
285,SYST-MOR-0006984,pure?,none,none,none,none,none,none,1,0,pure,0,0,0.9999,0,0,0,0,0,2.00E-05,OH_GLW_264_MG
286,SYST-MOR-0006985,none,none,none,none,none,pure?,none,1,0,pure,0,0.9658,0,0,0,0.0342,0,0,0.03416,MI_PRA_265_MG
287,SYST-MOR-0006986,none,none,none,none,none,pure?,none,1,0,pure,0,0.9755,0,0,0,0,0.0245,0,0.024462,MI_PRA_266_MG
288,SYST-MOR-0006987,none,none,none,none,none,pure?,none,1,0,pure,0,0.9934,0,0,0,0,0.0065,0,0.006552,MI_PRA_267_MG
289,SYST-MOR-0006988,none,none,none,none,none,pure?,none,1,0,pure,0,0.9752,0,0,0,0.0248,0,0,0.024766,MI_PRA_268_MG
290,SYST-MOR-0006989,pure?,none,none,none,none,none,none,1,0,pure,0,0,0.9928,0.0072,0,0,0,0,2.00E-05,MI_PRA_269_MG
291,SYST-MOR-0006990,none,none,none,none,none,pure?,none,1,0,pure,0,0.9675,0,0,0,0.0325,0,0,0.032474,MI_PRA_270_MG
292,SYST-MOR-0006991,pure?,none,none,none,none,none,none,1,0,pure,0,0,0.9941,0,0,0.0059,0,0,0.005869,MI_PRA_271_MG
293,SYST-MOR-0006992,pure?,none,none,none,none,none,none,1,0,pure,0,0,0.9999,0,0,0,0,0,2.10E-05,MI_PRA_272_MG
294,SYST-MOR-0006993,pure?,none,none,none,none,none,none,1,0,pure,0,0.0046,0.9954,0,0,0,0,0,2.00E-05,MI_PRA_273_MG
295,SYST-MOR-0006994,none,pure?,none,none,none,none,none,1,0,pure,0,0,0,0.9999,0,0,0,0,2.00E-05,MI_PRA_274_MG
296,SYST-MOR-0006995,none,pure?,none,none,none,none,none,1,0,pure,0,0,0,0.9837,0,0.0162,0,0,0.016205,MI_PRA_275_MG
297,SYST-MOR-0006996,none,pure?,none,none,none,none,none,1,0,pure,0,0,0,0.9797,0,0,0.0202,0,0.020207,MI_PRA_276_MG
298,SYST-MOR-0006997,none,pure?,none,none,none,none,none,1,0,pure,0,0,0,0.986,0,0,0.014,0,0.013964,MI_PRA_277_MG
299,SYST-MOR-0006998,hybrid?,none,none,hybrid?,none,none,none,0,2,hybrid,0,0,0.4929,0.0028,0.0033,0.1183,0.3826,0,0.500904,MI_PRA_278_MG
300,SYST-MOR-0006999,none,none,none,pure?,none,none,none,1,0,pure,0,0,0,0.0047,0,0.1623,0.8329,0,0.995231,MI_PRA_279_MG
301,SYST-MOR-0007000,pure?,none,none,none,none,none,none,1,0,pure,0,0,0.9999,0,0,0,0,0,2.00E-05,MI_PRA_280_MG
302,SYST-MOR-0007001,none,none,none,pure?,none,none,none,1,0,pure,0,0,0,0,0,0.1633,0.8366,0,0.99994,MI_PRA_281_MG
303,SYST-MOR-0007002,none,none,none,pure?,none,none,none,1,0,pure,0,0,0,0,0,0.3133,0.6866,0,0.99994,MI_PRA_282_MG
304,SYST-MOR-0007003,none,none,none,pure?,none,none,none,1,0,pure,0,0,0,0,0,0.0916,0.9084,0,0.999935,MI_PRA_283_MG
305,SYST-MOR-0007004,none,pure?,none,none,none,none,none,1,0,pure,0,0,0,0.9999,0,0,0,0,2.00E-05,MI_LLP_284_MG
306,SYST-MOR-0007005,pure?,none,none,none,none,none,none,1,0,pure,0,0,0.9999,0,0,0,0,0,2.00E-05,MI_LLP_285_MG
307,SYST-MOR-0007006,none,hybrid?,none,hybrid?,none,none,none,0,2,hybrid,0,0,0,0.9204,0,0,0.0795,0,0.079549,MI_LLP_286_MG
308,SYST-MOR-0007007,pure?,none,none,none,none,none,none,1,0,pure,0,0,0.9999,0,0,0,0,0,2.00E-05,MI_LLP_287_MG
309,SYST-MOR-0007008,none,pure?,none,none,none,none,none,1,0,pure,0,0,0,0.9999,0,0,0,0,2.00E-05,MI_LLP_288_MG
310,SYST-MOR-0007009,pure?,none,none,none,none,none,none,1,0,pure,0,0.0061,0.9869,0,0,0,0.0069,0,0.006957,MI_LLP_289_MG
311,SYST-MOR-0007010,none,hybrid?,none,hybrid?,none,none,none,0,2,hybrid,0,0,0,0.8992,0,0.0215,0.0793,0,0.100783,MI_LLP_290_MG
312,SYST-MOR-0007011,pure?,none,none,none,none,none,none,1,0,pure,0,0,0.9944,0,0,0.0055,0,0,0.005503,MI_LLP_291_MG
313,SYST-MOR-0007012,none,pure?,none,none,none,none,none,1,0,pure,0,0,0,0.9999,0,0,0,0,2.00E-05,MI_LLP_292_MG
314,SYST-MOR-0007013,pure?,none,none,none,none,none,none,1,0,pure,0,0,0.9999,0,0,0,0,0,2.00E-05,MI_LLP_293_MG
315,SYST-MOR-0007014,none,hybrid?,none,pure?,none,none,none,1,1,uncertain hybrid,0,0,0,0.0218,0,0.2739,0.7043,0,0.978191,MI_LLP_294_MG
316,SYST-MOR-0007015,none,none,none,none,none,pure?,none,1,0,pure,0,0.9999,0,0,0,0,0,0,2.00E-05,KS_SMP_295_MG
317,SYST-MOR-0007016,none,none,none,pure?,none,none,none,1,0,pure,0.0041,0,0,0,0,0.613,0.3829,0,0.995869,KS_SMP_296_MG
318,SYST-MOR-0007017,none,none,none,none,none,pure?,none,1,0,pure,0,0.9999,0,0,0,0,0,0,2.00E-05,KS_SMP_297_MG
319,SYST-MOR-0007018,none,none,none,pure?,none,none,none,1,0,pure,0,0,0,0,0,0.6504,0.3496,0,0.99994,KS_SMP_298_MG
320,SYST-MOR-0007019,none,none,none,none,none,none,pure?,1,0,pure,0.9999,0,0,0,0,0,0,0,2.00E-05,KS_SMP_299_MG
321,SYST-MOR-0007020,none,none,none,pure?,none,none,none,1,0,pure,0,0,0,0,0,0.6454,0.3545,0,0.999933,KS_SMP_300_MG
322,SYST-MOR-0007021,none,none,none,none,none,pure?,none,1,0,pure,0,0.9999,0,0,0,0,0,0,2.00E-05,KS_SMP_301_MG
323,SYST-MOR-0007022,none,none,none,pure?,none,none,none,1,0,pure,0,0,0,0,0,0.689,0.311,0,0.999939,KS_SMP_302_MG
324,SYST-MOR-0007023,none,none,none,none,none,pure?,none,1,0,pure,0,0.9999,0,0,0,0,0,0,2.00E-05,KS_SMP_303_MG
325,SYST-MOR-0007024,none,none,none,pure?,none,none,none,1,0,pure,0,0,0,0,0,0.8223,0.1776,0,0.99994,KS_SMP_304_MG
326,SYST-MOR-0007025,none,none,none,none,none,pure?,none,1,0,pure,0,0.9999,0,0,0,0,0,0,2.00E-05,KS_SMP_305_MG
327,SYST-MOR-0007026,none,none,none,none,none,none,pure?,1,0,pure,0.9898,0,0,0,0,0,0.0101,0,0.010147,KS_SMP_306_MG
328,SYST-MOR-0007027,none,none,none,none,none,none,pure?,1,0,pure,0.9999,0,0,0,0,0,0,0,2.00E-05,KS_SMP_307_MG
329,SYST-MOR-0007028,none,none,none,none,none,none,pure?,1,0,pure,0.9999,0,0,0,0,0,0,0,2.00E-05,KS_SMP_308_MG
330,SYST-MOR-0007029,none,none,none,none,none,none,pure?,1,0,pure,0.9999,0,0,0,0,0,0,0,2.00E-05,KS_SMP_309_MG
331,SYST-MOR-0007030,pure?,none,none,none,none,none,none,1,0,pure,0,0,0.9999,0,0,0,0,0,2.00E-05,KS_SMP_310_MG
332,SYST-MOR-0007031,pure?,none,none,none,none,none,none,1,0,pure,0,0,0.9999,0,0,0,0,0,2.00E-05,KS_SMP_311_MG
333,SYST-MOR-0007032,pure?,none,none,none,none,none,none,1,0,pure,0,0,0.9999,0,0,0,0,0,2.00E-05,KS_SMP_312_MG
334,SYST-MOR-0007033,pure?,none,none,none,none,none,none,1,0,pure,0,0,0.9999,0,0,0,0,0,2.00E-05,KS_SMP_313_MG
335,SYST-MOR-0007034,pure?,none,none,none,none,none,none,1,0,pure,0,0,0.9999,0,0,0,0,0,2.00E-05,KS_SMP_314_MG
336,SYST-MOR-0007035,none,none,none,none,none,pure?,none,1,0,pure,0,0.9999,0,0,0,0,0,0,2.00E-05,KS_KCP_315_MG
337,SYST-MOR-0007036,none,none,none,none,none,pure?,none,1,0,pure,0,0.9999,0,0,0,0,0,0,2.00E-05,KS_KCP_316_MG
338,SYST-MOR-0007037,none,none,none,pure?,none,none,none,1,0,pure,0,0,0,0,0,0.7662,0.2338,0,0.99994,KS_KZP_317_MG
339,SYST-MOR-0007038,none,none,none,pure?,none,none,none,1,0,pure,0,0.002,0,0,0,0.5927,0.4052,0,0.997929,KS_KZP_318_MG
340,SYST-MOR-0007039,none,none,none,none,none,pure?,none,1,0,pure,0,0.9999,0,0,0,0,0,0,2.00E-05,KS_KZP_319_MG
341,SYST-MOR-0007040,none,none,none,pure?,none,none,none,1,0,pure,0,0.0092,0,0,0,0.5811,0.4097,0,0.990789,KS_KZP_320_MG
342,SYST-MOR-0007041,none,none,none,none,none,pure?,none,1,0,pure,0,0.9999,0,0,0,0,0,0,2.00E-05,KS_KZP_321_MG
343,SYST-MOR-0007042,none,none,none,pure?,none,none,none,1,0,pure,0,0,0,0,0,0.6786,0.3213,0,0.99994,KS_KZP_322_MG
344,SYST-MOR-0007043,none,none,none,none,none,pure?,none,1,0,pure,0,0.9999,0,0,0,0,0,0,2.00E-05,KS_KZP_323_MG
345,SYST-MOR-0007044,none,none,none,none,none,pure?,none,1,0,pure,0,0.9999,0,0,0,0,0,0,2.00E-05,KS_KZP_324_MG
346,SYST-MOR-0007045,none,none,none,pure?,none,none,none,1,0,pure,0,0,0,0,0,0.5269,0.473,0,0.99994,KS_KZP_325_MG
347,SYST-MOR-0007046,none,none,none,none,none,pure?,none,1,0,pure,0,0.9999,0,0,0,0,0,0,2.00E-05,KS_KZP_326_MG
348,SYST-MOR-0007047,none,hybrid?,none,hybrid?,none,none,none,0,2,hybrid,0,0,0,0.6945,0,0.0661,0.2394,0,0.305473,NY_BIP_327_MG
349,SYST-MOR-0007048,none,hybrid?,none,hybrid?,none,none,none,0,2,hybrid,0,0,0,0.089,0,0.1959,0.7151,0,0.910982,NY_BIP_328_MG
350,SYST-MOR-0007049,none,hybrid?,none,pure?,none,none,none,1,1,uncertain hybrid,0,0,0,0.0255,0,0.2705,0.7039,0,0.974423,NY_BIP_329_MG
351,SYST-MOR-0007050,none,hybrid?,none,hybrid?,none,none,none,0,2,hybrid,0,0,0,0.5176,0,0.1007,0.3816,0,0.482306,NY_BIP_330_MG
352,SYST-MOR-0007051,pure?,none,none,none,none,none,none,1,0,pure,0,0,0.9999,0,0,0,0,0,2.00E-05,NY_BIP_331_MG
353,SYST-MOR-0007052,hybrid?,hybrid?,none,none,none,none,none,0,2,hybrid,0,0,0.258,0.7059,0,0,0.0361,0,0.036105,NY_BIP_332_MG
354,SYST-MOR-0007053,pure?,none,none,none,none,none,none,1,0,pure,0,0,0.9999,0,0,0,0,0,2.00E-05,NY_BIP_333_MG
355,SYST-MOR-0007054,pure?,none,none,none,none,none,none,1,0,pure,0,0,0.9767,0,0,0,0.0232,0,0.023231,NY_BIP_334_MG
356,SYST-MOR-0007055,none,hybrid?,none,hybrid?,none,none,none,0,2,hybrid,0,0,0,0.7741,0,0.0207,0.2052,0,0.225856,NY_BIP_335_MG
357,SYST-MOR-0007056,none,hybrid?,none,hybrid?,none,none,none,0,2,hybrid,0,0,0,0.4868,0,0.0603,0.4528,0,0.513132,NY_BIP_336_MG
358,SYST-MOR-0007057,none,pure?,none,none,none,none,none,1,0,pure,0,0,0,0.9724,0,0,0.0276,0,0.027581,NY_BIP_337_MG
359,SYST-MOR-0007058,hybrid?,none,none,hybrid?,none,none,none,0,2,hybrid,0,0,0.5239,0.0097,0,0.0208,0.4456,0,0.466325,NY_BIP_338_MG
360,SYST-MOR-0007059,none,pure?,none,none,none,none,none,1,0,pure,0,0,0,0.9627,0,0,0.0372,0,0.037216,NY_BIP_339_MG
361,SYST-MOR-0007060,none,pure?,none,hybrid?,none,none,none,1,1,uncertain hybrid,0,0,0,0.9308,0,0,0.0691,0,0.069102,NY_BIP_340_MG
362,SYST-MOR-0007061,pure?,none,none,none,none,none,none,1,0,pure,0,0,0.9999,0,0,0,0,0,2.00E-05,NY_SSP_341_MG
363,SYST-MOR-0007062,pure?,none,none,none,none,none,none,1,0,pure,0,0,0.9999,0,0,0,0,0,2.00E-05,NY_SSP_342_MG
364,SYST-MOR-0007063,pure?,none,none,none,none,none,none,1,0,pure,0,0,0.9999,0,0,0,0,0,2.00E-05,NY_SSP_343_MG
365,SYST-MOR-0007064,pure?,none,none,none,none,none,none,1,0,pure,0,0,0.9905,0,0,0,0.0094,0,0.009427,NY_SSP_344_MG
